-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 12/31/2019 in LST
Location: latitude  25.59   longitude 85.13 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 59.4 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,T2M,RH2M,PRECTOTCORR
2017,6,28,33.47,55.17,3.12
2017,6,29,33.92,55.91,1.05
2017,6,30,32.85,61.62,5.27
2017,7,1,31.32,71.68,13.88
2017,7,2,29.55,81.54,21.71
2017,7,3,30.09,75.97,17.56
2017,7,4,29.8,76.21,20.3
2017,7,5,29.6,79.81,30.86
2017,7,6,29.88,75.77,6.33
2017,7,7,31.45,71.57,10.4
2017,7,8,31.64,69.41,0.19
2017,7,9,30.39,77.96,15.41
2017,7,10,28.66,90.98,29.26
2017,7,11,28.59,86.15,17.85
2017,7,12,28.37,83.26,8.6
2017,7,13,28.71,83.5,7.34
2017,7,14,29.41,79.15,0.96
2017,7,15,30.64,77.36,0.81
2017,7,16,30.98,75.5,0.1
2017,7,17,31.3,74.65,0.17
2017,7,18,30.52,80.24,1.61
2017,7,19,30.56,77.63,1.78
2017,7,20,29.09,83.54,11.36
2017,7,21,28.43,88.02,26.99
2017,7,22,28.29,92.43,31.78
2017,7,23,28.38,86.6,9.9
2017,7,24,28.18,88.46,14.13
2017,7,25,28.53,84.16,10.02
2017,7,26,28.1,83.28,9.83
2017,7,27,29.05,81.92,0.7
2017,7,28,29.76,79.67,0.18
2017,7,29,29.28,85.45,11.59
2017,7,30,27.91,90.97,3.39
2017,7,31,29.36,81.74,1.81
2017,8,1,29.73,83.64,5.22
2017,8,2,29.36,87.19,9.81
2017,8,3,28.98,87.81,28.89
2017,8,4,28.8,88.58,25.61
2017,8,5,29.98,83.72,3.86
2017,8,6,29.8,85.93,3.22
2017,8,7,29.46,86.97,1.87
2017,8,8,30.24,82.95,6.82
2017,8,9,29.69,86.09,7.65
2017,8,10,29.3,86.31,7.97
2017,8,11,28.09,91.44,28.39
2017,8,12,27.93,90.88,5.19
2017,8,13,28.21,87.19,7.19
2017,8,14,28.08,88.12,15.56
2017,8,15,28.57,87.97,23.93
2017,8,16,28.75,88.3,7.38
2017,8,17,29.45,85.43,19.08
2017,8,18,27.88,90.99,21.06
2017,8,19,28.58,85.87,0.73
2017,8,20,28.76,84.91,1.45
2017,8,21,28.59,84.95,0.11
2017,8,22,28.87,84.14,0.19
2017,8,23,30.45,76.82,13.32
2017,8,24,29.53,83.39,19.37
2017,8,25,28.67,88.03,4.62
2017,8,26,28.95,88.94,0.83
2017,8,27,28.36,91.55,1.59
2017,8,28,28.58,87.97,1.09
2017,8,29,28.52,88.16,1.12
2017,8,30,28.83,84.92,0.06
2017,8,31,28.92,87.31,7.04
2017,9,1,28.05,91.2,14.19
2017,9,2,27.57,89.94,1.14
2017,9,3,28.28,84.94,0.45
2017,9,4,28.27,84.45,0.11
2017,9,5,28.89,84.03,1.84
2017,9,6,29.62,81.58,0.92
2017,9,7,29.31,83.72,2.02
2017,9,8,29.13,84.68,1.33
2017,9,9,29.17,83.73,0.07
2017,9,10,29.35,82.17,0.0
2017,9,11,29.98,79.4,0.07
2017,9,12,29.23,83.2,1.72
2017,9,13,29.04,83.95,1.51
2017,9,14,29.46,80.96,3.01
2017,9,15,29.83,79.17,1.55
2017,9,16,30.04,80.81,0.03
2017,9,17,30.4,80.79,0.97
2017,9,18,28.64,89.72,1.87
2017,9,19,27.97,88.75,13.2
2017,9,20,27.52,92.87,11.55
2017,9,21,28.03,87.97,7.12
2017,9,22,28.44,86.21,3.01
2017,9,23,29.02,83.35,0.13
2017,9,24,29.0,80.41,0.12
2017,9,25,28.2,82.21,0.1
2017,9,26,28.05,79.31,0.0
2017,9,27,29.26,78.0,0.01
2017,9,28,29.33,80.77,0.69
2017,9,29,28.77,79.44,7.3
2017,9,30,27.51,82.09,2.68
2017,10,1,28.22,82.03,0.32
2017,10,2,28.62,80.82,1.48
2017,10,3,28.5,83.22,0.85
2017,10,4,28.75,83.76,0.1
2017,10,5,29.43,79.26,0.01
2017,10,6,29.18,79.43,0.0
2017,10,7,28.98,80.58,0.07
2017,10,8,29.14,79.71,0.09
2017,10,9,28.44,82.27,0.02
2017,10,10,26.86,85.43,3.85
2017,10,11,26.54,88.64,4.14
2017,10,12,28.61,81.49,0.58
2017,10,13,28.63,71.38,0.0
2017,10,14,27.76,69.18,0.0
2017,10,15,27.22,63.18,0.0
2017,10,16,26.75,57.77,0.0
2017,10,17,26.64,65.2,0.0
2017,10,18,27.51,69.77,0.22
2017,10,19,28.36,81.82,3.49
2017,10,20,27.39,82.53,1.13
2017,10,21,27.33,76.8,0.46
2017,10,22,26.57,65.18,0.01
2017,10,23,26.2,54.14,0.0
2017,10,24,26.7,56.25,0.0
2017,10,25,26.29,51.77,0.0
2017,10,26,25.56,49.87,0.0
2017,10,27,25.32,49.37,0.0
2017,10,28,24.79,52.92,0.0
2017,10,29,24.23,68.99,0.1
2017,10,30,24.61,66.2,0.5
2017,10,31,23.71,68.82,0.18
2017,11,1,23.99,70.38,0.0
2017,11,2,24.82,62.57,0.0
2017,11,3,24.09,64.08,0.0
2017,11,4,24.43,69.55,0.0
2017,11,5,24.96,64.66,0.0
2017,11,6,24.91,60.44,0.0
2017,11,7,24.04,57.23,0.0
2017,11,8,23.58,55.23,0.0
2017,11,9,22.96,57.02,0.0
2017,11,10,23.53,52.66,0.0
2017,11,11,24.0,55.53,0.0
2017,11,12,23.43,58.91,0.0
2017,11,13,23.06,52.48,0.0
2017,11,14,23.07,57.18,0.0
2017,11,15,23.5,70.5,0.06
2017,11,16,23.64,73.71,0.21
2017,11,17,24.82,72.95,0.0
2017,11,18,25.93,65.77,0.0
2017,11,19,25.24,54.96,0.0
2017,11,20,23.54,53.1,0.0
2017,11,21,20.37,40.54,0.0
2017,11,22,18.33,44.23,0.0
2017,11,23,17.76,47.78,0.0
2017,11,24,17.35,45.46,0.0
2017,11,25,17.73,45.87,0.0
2017,11,26,17.67,46.96,0.0
2017,11,27,16.91,47.7,0.0
2017,11,28,17.45,45.57,0.0
2017,11,29,18.11,44.23,0.0
2017,11,30,18.64,44.07,0.0
2017,12,1,18.91,51.08,0.0
2017,12,2,19.42,50.21,0.0
2017,12,3,18.56,47.26,0.0
2017,12,4,18.15,43.69,0.0
2017,12,5,18.34,46.29,0.0
2017,12,6,18.76,48.09,0.0
2017,12,7,20.69,49.34,0.0
2017,12,8,21.75,53.17,0.0
2017,12,9,21.56,54.66,0.0
2017,12,10,21.13,59.49,0.0
2017,12,11,21.75,53.95,0.0
2017,12,12,21.28,45.74,0.0
2017,12,13,21.14,54.88,0.0
2017,12,14,20.54,54.2,0.0
2017,12,15,20.01,51.85,0.0
2017,12,16,19.03,51.61,0.0
2017,12,17,16.28,44.88,0.0
2017,12,18,15.65,41.3,0.0
2017,12,19,16.73,39.55,0.0
2017,12,20,17.63,56.28,0.0
2017,12,21,19.44,61.18,0.0
2017,12,22,18.27,58.97,0.0
2017,12,23,18.11,43.44,0.0
2017,12,24,17.99,41.13,0.0
2017,12,25,15.93,45.2,0.0
2017,12,26,15.25,50.36,0.0
2017,12,27,15.67,45.23,0.0
2017,12,28,16.13,40.2,0.0
2017,12,29,16.58,39.39,0.0
2017,12,30,17.26,42.75,0.0
2017,12,31,17.24,41.57,0.0
2018,1,1,15.99,45.23,0.0
2018,1,2,14.27,45.57,0.0
2018,1,3,13.12,45.39,0.0
2018,1,4,13.25,39.52,0.0
2018,1,5,12.93,40.28,0.0
2018,1,6,12.6,39.93,0.0
2018,1,7,13.07,41.96,0.0
2018,1,8,13.42,42.88,0.0
2018,1,9,12.31,44.24,0.0
2018,1,10,12.7,41.58,0.0
2018,1,11,13.28,38.44,0.0
2018,1,12,14.63,33.85,0.0
2018,1,13,14.4,37.38,0.0
2018,1,14,14.34,38.84,0.0
2018,1,15,14.61,39.06,0.0
2018,1,16,14.15,38.69,0.0
2018,1,17,14.1,38.46,0.0
2018,1,18,14.4,34.92,0.0
2018,1,19,15.63,34.19,0.0
2018,1,20,16.56,38.14,0.0
2018,1,21,15.89,38.08,0.0
2018,1,22,15.16,35.97,0.0
2018,1,23,16.48,32.88,0.0
2018,1,24,16.65,46.56,0.02
2018,1,25,16.29,50.55,0.0
2018,1,26,15.38,46.08,0.0
2018,1,27,15.44,34.31,0.0
2018,1,28,15.28,33.28,0.0
2018,1,29,15.25,33.67,0.0
2018,1,30,16.53,31.8,0.0
2018,1,31,18.19,34.44,0.0
2018,2,1,18.64,38.13,0.0
2018,2,2,19.83,36.15,0.0
2018,2,3,20.65,36.3,0.0
2018,2,4,20.87,36.45,0.0
2018,2,5,19.6,34.09,0.0
2018,2,6,19.99,26.82,0.0
2018,2,7,21.68,25.59,0.0
2018,2,8,21.92,27.28,0.0
2018,2,9,21.04,29.84,0.01
2018,2,10,19.57,22.86,0.16
2018,2,11,21.71,17.85,0.0
2018,2,12,17.01,44.95,0.56
2018,2,13,18.42,61.75,0.09
2018,2,14,20.48,52.03,0.03
2018,2,15,19.22,30.6,0.0
2018,2,16,20.12,31.34,0.0
2018,2,17,21.28,37.16,0.0
2018,2,18,22.34,29.9,0.0
2018,2,19,23.02,26.3,0.0
2018,2,20,23.77,21.13,0.0
2018,2,21,23.26,18.32,0.0
2018,2,22,24.88,22.07,0.0
2018,2,23,25.75,25.39,0.0
2018,2,24,25.72,25.48,0.0
2018,2,25,24.39,38.61,0.0
2018,2,26,24.12,37.77,0.11
2018,2,27,24.96,21.12,0.0
2018,2,28,25.53,23.69,0.0
2018,3,1,26.11,25.8,0.0
2018,3,2,26.92,25.52,0.0
2018,3,3,27.22,23.26,0.0
2018,3,4,27.7,20.33,0.0
2018,3,5,24.34,34.27,0.08
2018,3,6,25.49,28.19,0.0
2018,3,7,25.56,18.14,0.0
2018,3,8,27.11,13.43,0.0
2018,3,9,25.22,15.68,0.0
2018,3,10,25.51,16.08,0.0
2018,3,11,26.1,19.08,0.0
2018,3,12,27.04,18.97,0.0
2018,3,13,27.32,17.9,0.0
2018,3,14,28.0,18.07,0.0
2018,3,15,28.35,21.21,0.0
2018,3,16,28.2,28.95,0.0
2018,3,17,26.9,19.05,0.07
2018,3,18,27.14,16.82,0.0
2018,3,19,28.5,9.86,0.0
2018,3,20,28.31,10.91,0.0
2018,3,21,29.76,15.6,0.0
2018,3,22,29.99,21.34,0.0
2018,3,23,29.42,21.61,0.0
2018,3,24,29.2,22.02,0.0
2018,3,25,29.06,19.71,0.0
2018,3,26,28.4,16.84,0.0
2018,3,27,30.05,14.55,0.0
2018,3,28,29.88,11.87,0.0
2018,3,29,29.83,18.58,0.0
2018,3,30,31.21,13.18,0.0
2018,3,31,29.16,38.2,1.67
2018,4,1,29.09,46.7,0.01
2018,4,2,29.88,40.76,0.0
2018,4,3,30.12,32.56,0.0
2018,4,4,31.13,29.76,0.0
2018,4,5,31.86,34.83,0.38
2018,4,6,31.0,42.4,0.06
2018,4,7,30.22,52.13,0.43
2018,4,8,30.05,46.08,0.11
2018,4,9,30.74,41.71,0.02
2018,4,10,31.08,41.94,0.16
2018,4,11,31.94,36.2,2.25
2018,4,12,30.85,33.16,0.46
2018,4,13,31.48,30.7,0.0
2018,4,14,32.55,21.22,0.0
2018,4,15,31.33,19.29,0.0
2018,4,16,33.16,20.89,0.0
2018,4,17,34.26,25.06,0.0
2018,4,18,33.87,34.76,0.07
2018,4,19,34.31,20.11,0.02
2018,4,20,33.63,27.36,0.0
2018,4,21,34.99,27.03,0.01
2018,4,22,33.37,16.28,0.0
2018,4,23,31.84,10.81,0.0
2018,4,24,32.61,10.47,0.0
2018,4,25,32.75,13.67,0.0
2018,4,26,32.22,31.09,0.0
2018,4,27,32.64,41.57,0.01
2018,4,28,32.62,42.85,0.01
2018,4,29,32.69,47.38,5.96
2018,4,30,29.59,60.56,22.18
2018,5,1,30.7,52.6,2.15
2018,5,2,31.06,53.0,0.64
2018,5,3,29.9,55.23,0.49
2018,5,4,30.83,50.81,0.1
2018,5,5,32.3,48.23,0.0
2018,5,6,34.4,36.59,0.04
2018,5,7,35.86,31.45,0.38
2018,5,8,35.91,28.36,0.11
2018,5,9,34.2,26.96,0.02
2018,5,10,33.62,28.26,0.02
2018,5,11,33.17,31.43,0.0
2018,5,12,33.5,42.45,0.0
2018,5,13,33.82,45.53,2.79
2018,5,14,32.26,48.76,2.94
2018,5,15,32.58,42.67,0.13
2018,5,16,32.74,47.43,0.0
2018,5,17,33.36,42.93,0.0
2018,5,18,34.56,34.62,0.0
2018,5,19,34.46,37.46,0.19
2018,5,20,35.0,38.3,0.97
2018,5,21,35.42,34.1,0.0
2018,5,22,35.45,39.15,0.01
2018,5,23,36.33,40.48,0.0
2018,5,24,36.75,39.31,0.01
2018,5,25,37.41,35.6,0.05
2018,5,26,37.7,29.3,0.0
2018,5,27,37.31,36.36,0.0
2018,5,28,38.66,30.48,0.06
2018,5,29,35.38,44.74,7.33
2018,5,30,35.28,45.34,0.04
2018,5,31,35.05,47.39,6.61
2018,6,1,33.72,54.68,1.95
2018,6,2,34.03,50.93,0.01
2018,6,3,34.82,46.07,1.79
2018,6,4,35.24,46.94,0.33
2018,6,5,35.74,46.07,0.02
2018,6,6,36.54,42.71,0.02
2018,6,7,36.85,41.95,2.93
2018,6,8,34.34,53.98,2.45
2018,6,9,33.79,54.17,2.96
2018,6,10,35.67,47.16,2.88
2018,6,11,36.71,43.6,2.05
2018,6,12,38.04,37.93,3.6
2018,6,13,37.05,40.32,3.59
2018,6,14,37.46,37.53,0.15
2018,6,15,37.84,29.81,0.4
2018,6,16,39.09,28.99,0.05
2018,6,17,39.15,28.9,0.26
2018,6,18,38.94,30.02,0.5
2018,6,19,37.97,32.11,1.47
2018,6,20,38.63,35.44,0.13
2018,6,21,38.1,40.16,0.02
2018,6,22,38.32,37.86,0.06
2018,6,23,35.06,49.23,6.29
2018,6,24,35.59,48.71,2.51
2018,6,25,35.67,50.35,9.23
2018,6,26,33.38,57.55,5.8
2018,6,27,32.48,61.66,4.48
2018,6,28,33.3,56.63,0.8
2018,6,29,34.25,50.48,0.09
2018,6,30,35.34,46.18,0.3
2018,7,1,34.17,55.68,6.88
2018,7,2,31.8,66.49,6.34
2018,7,3,31.48,64.86,11.77
2018,7,4,33.28,57.33,3.3
2018,7,5,32.62,60.15,3.33
2018,7,6,35.01,50.65,2.13
2018,7,7,35.92,47.63,1.14
2018,7,8,34.61,53.15,1.83
2018,7,9,34.39,56.38,0.04
2018,7,10,33.52,58.01,0.46
2018,7,11,32.86,62.07,2.53
2018,7,12,33.19,59.66,0.28
2018,7,13,32.68,61.13,0.66
2018,7,14,34.14,57.06,0.15
2018,7,15,34.66,51.22,0.03
2018,7,16,34.36,54.37,0.22
2018,7,17,33.63,59.55,0.16
2018,7,18,32.9,61.62,0.01
2018,7,19,35.24,52.13,0.15
2018,7,20,36.07,49.5,0.95
2018,7,21,33.58,58.73,6.48
2018,7,22,32.55,63.56,2.35
2018,7,23,31.58,67.87,1.34
2018,7,24,30.94,70.93,12.66
2018,7,25,31.0,69.61,6.38
2018,7,26,30.22,75.57,22.74
2018,7,27,29.85,73.91,13.91
2018,7,28,29.09,81.73,70.55
2018,7,29,29.25,85.59,25.22
2018,7,30,28.51,85.87,4.99
2018,7,31,28.13,85.09,6.01
2018,8,1,28.61,83.98,5.74
2018,8,2,28.54,85.58,8.3
2018,8,3,28.6,85.42,12.94
2018,8,4,28.63,85.13,9.25
2018,8,5,28.93,86.68,14.76
2018,8,6,28.01,91.43,24.52
2018,8,7,29.34,83.19,5.03
2018,8,8,29.45,81.14,1.49
2018,8,9,29.71,79.59,0.08
2018,8,10,30.18,79.63,0.3
2018,8,11,30.62,78.75,3.58
2018,8,12,30.13,82.87,8.71
2018,8,13,29.07,86.53,17.36
2018,8,14,30.04,81.46,0.52
2018,8,15,29.18,88.48,3.96
2018,8,16,29.12,86.79,14.31
2018,8,17,29.49,83.95,0.12
2018,8,18,29.61,82.66,2.56
2018,8,19,30.3,81.22,0.61
2018,8,20,29.84,82.45,2.2
2018,8,21,29.39,83.0,2.48
2018,8,22,29.67,82.65,1.65
2018,8,23,29.44,81.93,2.35
2018,8,24,29.52,82.93,9.16
2018,8,25,28.94,85.86,11.89
2018,8,26,29.04,84.55,5.13
2018,8,27,29.27,83.88,0.65
2018,8,28,28.41,87.8,2.13
2018,8,29,29.73,81.81,0.5
2018,8,30,29.07,83.72,6.42
2018,8,31,29.32,84.42,11.52
2018,9,1,28.94,86.05,2.63
2018,9,2,28.63,83.82,5.07
2018,9,3,28.53,86.27,22.02
2018,9,4,29.16,82.0,7.3
2018,9,5,28.99,82.5,4.27
2018,9,6,29.08,82.84,3.86
2018,9,7,28.53,83.99,1.81
2018,9,8,29.56,80.0,0.28
2018,9,9,29.83,79.38,0.32
2018,9,10,28.94,82.84,0.39
2018,9,11,27.99,85.95,0.2
2018,9,12,28.55,84.2,1.92
2018,9,13,28.99,82.86,1.43
2018,9,14,29.02,81.16,1.17
2018,9,15,28.84,78.59,0.17
2018,9,16,28.99,76.33,0.0
2018,9,17,28.99,74.74,0.0
2018,9,18,28.89,74.29,0.0
2018,9,19,29.34,72.7,0.0
2018,9,20,28.59,80.48,2.21
2018,9,21,27.01,90.58,16.73
2018,9,22,27.73,82.21,0.88
2018,9,23,28.73,76.77,0.0
2018,9,24,28.71,75.89,1.49
2018,9,25,28.33,79.07,5.4
2018,9,26,28.17,75.69,0.4
2018,9,27,28.52,74.12,0.0
2018,9,28,29.14,73.06,0.0
2018,9,29,28.97,71.24,0.0
2018,9,30,28.64,68.21,0.0
2018,10,1,28.63,68.01,0.0
2018,10,2,28.51,70.28,0.0
2018,10,3,28.66,68.31,0.0
2018,10,4,28.96,64.24,1.74
2018,10,5,28.63,64.34,0.57
2018,10,6,28.31,64.28,0.0
2018,10,7,28.31,64.24,0.0
2018,10,8,28.01,62.18,0.0
2018,10,9,28.8,52.91,0.0
2018,10,10,27.49,53.8,0.0
2018,10,11,25.58,78.11,5.09
2018,10,12,26.12,75.07,0.47
2018,10,13,26.58,67.24,0.04
2018,10,14,27.05,57.91,0.0
2018,10,15,25.54,58.85,0.0
2018,10,16,25.8,53.15,0.0
2018,10,17,27.14,49.28,0.0
2018,10,18,27.58,49.87,0.0
2018,10,19,27.26,53.33,0.0
2018,10,20,27.26,53.59,0.0
2018,10,21,26.82,49.84,0.0
2018,10,22,26.67,50.19,0.0
2018,10,23,26.06,45.71,0.0
2018,10,24,24.27,48.26,0.0
2018,10,25,24.26,47.26,0.0
2018,10,26,25.73,37.31,0.0
2018,10,27,26.14,38.3,0.0
2018,10,28,25.88,50.59,0.0
2018,10,29,26.0,57.27,0.0
2018,10,30,26.0,63.46,0.0
2018,10,31,26.39,65.99,0.0
2018,11,1,27.95,59.15,0.0
2018,11,2,27.02,49.99,0.0
2018,11,3,26.4,47.87,0.0
2018,11,4,26.23,49.24,0.0
2018,11,5,26.68,50.98,0.0
2018,11,6,23.95,50.96,0.0
2018,11,7,21.49,48.2,0.0
2018,11,8,21.94,45.72,0.0
2018,11,9,21.67,48.83,0.0
2018,11,10,21.95,51.91,0.0
2018,11,11,22.37,53.86,0.0
2018,11,12,22.01,56.59,0.0
2018,11,13,22.4,52.2,0.0
2018,11,14,23.74,46.2,0.0
2018,11,15,23.91,47.43,0.0
2018,11,16,23.65,53.3,0.0
2018,11,17,21.39,46.32,0.0
2018,11,18,21.14,44.76,0.0
2018,11,19,22.2,41.78,0.0
2018,11,20,22.1,44.85,0.0
2018,11,21,22.3,46.8,0.0
2018,11,22,21.84,46.88,0.0
2018,11,23,20.85,49.05,0.0
2018,11,24,20.45,47.3,0.0
2018,11,25,20.33,45.8,0.0
2018,11,26,21.23,43.41,0.0
2018,11,27,21.94,51.31,0.0
2018,11,28,21.98,57.83,0.0
2018,11,29,22.65,54.51,0.0
2018,11,30,21.36,56.52,0.0
2018,12,1,20.89,57.38,0.0
2018,12,2,20.08,48.23,0.0
2018,12,3,19.33,45.79,0.0
2018,12,4,19.51,45.47,0.0
2018,12,5,17.9,54.54,0.0
2018,12,6,18.57,49.07,0.0
2018,12,7,17.24,45.14,0.0
2018,12,8,17.12,45.42,0.0
2018,12,9,17.52,46.84,0.0
2018,12,10,19.07,38.97,0.0
2018,12,11,18.62,52.24,0.0
2018,12,12,20.87,48.03,0.0
2018,12,13,20.68,46.62,0.0
2018,12,14,18.7,51.03,0.0
2018,12,15,17.61,48.51,0.0
2018,12,16,17.51,42.29,0.0
2018,12,17,18.46,43.9,0.03
2018,12,18,16.62,72.16,3.96
2018,12,19,16.72,63.4,0.02
2018,12,20,15.54,48.58,0.0
2018,12,21,14.76,46.41,0.0
2018,12,22,14.3,41.82,0.0
2018,12,23,14.29,41.19,0.0
2018,12,24,14.05,44.23,0.0
2018,12,25,13.97,43.15,0.0
2018,12,26,13.41,41.04,0.0
2018,12,27,14.02,35.43,0.0
2018,12,28,12.92,39.97,0.0
2018,12,29,12.05,42.4,0.0
2018,12,30,12.14,44.33,0.0
2018,12,31,12.46,46.25,0.0
2019,1,1,13.44,44.21,0.0
2019,1,2,14.53,41.2,0.0
2019,1,3,13.37,47.36,0.0
2019,1,4,14.99,47.57,0.0
2019,1,5,16.15,38.64,0.0
2019,1,6,16.26,39.57,0.0
2019,1,7,17.61,45.54,0.48
2019,1,8,16.68,56.08,0.03
2019,1,9,15.71,49.42,0.0
2019,1,10,15.59,42.14,0.0
2019,1,11,16.25,38.12,0.0
2019,1,12,16.62,38.08,0.0
2019,1,13,17.91,36.35,0.0
2019,1,14,16.53,43.53,0.0
2019,1,15,14.65,35.01,0.0
2019,1,16,14.74,31.62,0.0
2019,1,17,15.31,30.28,0.0
2019,1,18,14.97,36.87,0.0
2019,1,19,15.67,42.18,0.0
2019,1,20,16.95,37.93,0.0
2019,1,21,19.13,35.59,0.0
2019,1,22,19.49,38.05,0.0
2019,1,23,20.2,45.15,1.16
2019,1,24,19.21,58.61,2.54
2019,1,25,20.86,53.01,0.29
2019,1,26,19.79,67.77,0.46
2019,1,27,18.84,59.26,0.1
2019,1,28,16.06,38.17,0.0
2019,1,29,14.61,35.69,0.0
2019,1,30,15.46,30.34,0.0
2019,1,31,18.1,24.74,0.0
2019,2,1,19.44,24.48,0.0
2019,2,2,18.97,28.41,0.0
2019,2,3,19.03,36.14,0.0
2019,2,4,18.64,37.87,0.0
2019,2,5,19.15,36.23,0.0
2019,2,6,21.08,39.43,0.01
2019,2,7,23.33,40.08,0.18
2019,2,8,20.42,68.88,10.24
2019,2,9,17.5,65.18,2.4
2019,2,10,16.31,42.17,0.0
2019,2,11,18.71,41.53,0.0
2019,2,12,18.7,37.26,0.0
2019,2,13,19.49,37.47,0.0
2019,2,14,20.59,40.6,0.0
2019,2,15,21.99,38.95,0.01
2019,2,16,21.5,57.76,0.1
2019,2,17,19.81,47.68,0.0
2019,2,18,19.5,37.46,0.0
2019,2,19,22.0,35.57,0.0
2019,2,20,22.91,38.46,0.0
2019,2,21,24.26,35.37,0.0
2019,2,22,26.85,35.48,0.07
2019,2,23,24.54,39.93,0.28
2019,2,24,23.06,24.4,0.02
2019,2,25,23.66,29.1,0.04
2019,2,26,23.06,31.72,0.14
2019,2,27,21.96,50.78,5.57
2019,2,28,19.79,45.97,1.01
2019,3,1,17.76,34.9,0.08
2019,3,2,19.63,28.68,0.0
2019,3,3,18.9,53.37,0.65
2019,3,4,23.27,50.46,0.0
2019,3,5,24.15,38.8,0.0
2019,3,6,22.06,34.88,0.0
2019,3,7,21.13,28.12,0.0
2019,3,8,21.73,26.83,0.0
2019,3,9,24.05,25.79,0.0
2019,3,10,25.99,30.44,0.0
2019,3,11,25.2,32.53,0.0
2019,3,12,27.12,26.53,0.0
2019,3,13,27.64,26.35,0.0
2019,3,14,28.18,27.32,0.22
2019,3,15,28.99,31.44,0.32
2019,3,16,27.14,26.95,0.03
2019,3,17,25.96,23.97,0.01
2019,3,18,25.76,43.08,0.02
2019,3,19,25.63,21.91,0.0
2019,3,20,26.13,20.31,0.0
2019,3,21,28.88,23.05,0.0
2019,3,22,29.71,24.25,0.06
2019,3,23,27.43,19.79,0.0
2019,3,24,27.35,17.14,0.0
2019,3,25,29.18,24.35,0.0
2019,3,26,27.78,36.11,5.15
2019,3,27,26.79,34.78,0.0
2019,3,28,27.97,29.68,0.03
2019,3,29,30.51,26.49,0.0
2019,3,30,31.05,28.35,0.03
2019,3,31,31.57,27.57,0.06
2019,4,1,30.98,23.88,0.03
2019,4,2,29.74,25.66,0.02
2019,4,3,30.41,18.42,0.0
2019,4,4,30.43,26.58,0.0
2019,4,5,30.93,31.6,0.02
2019,4,6,31.36,40.59,1.74
2019,4,7,30.09,46.54,2.31
2019,4,8,30.98,37.58,0.0
2019,4,9,31.67,30.29,0.04
2019,4,10,29.92,41.47,5.66
2019,4,11,31.34,38.84,0.0
2019,4,12,32.67,34.28,0.0
2019,4,13,33.81,31.09,0.0
2019,4,14,35.38,22.57,0.01
2019,4,15,35.62,18.45,0.01
2019,4,16,35.73,19.77,0.0
2019,4,17,31.43,32.93,0.09
2019,4,18,30.92,35.04,0.38
2019,4,19,31.86,27.82,0.37
2019,4,20,31.22,28.39,1.11
2019,4,21,32.58,24.24,0.0
2019,4,22,32.61,24.09,0.01
2019,4,23,32.98,33.92,0.06
2019,4,24,34.02,34.83,0.0
2019,4,25,35.81,30.46,0.0
2019,4,26,36.93,25.57,0.0
2019,4,27,36.3,22.87,0.0
2019,4,28,35.32,10.78,0.0
2019,4,29,35.89,11.28,0.0
2019,4,30,36.08,17.54,0.0
2019,5,1,36.98,25.14,0.01
2019,5,2,37.18,29.08,0.31
2019,5,3,33.25,42.52,5.98
2019,5,4,31.72,45.82,0.68
2019,5,5,34.42,23.28,0.0
2019,5,6,33.9,15.33,0.0
2019,5,7,34.93,12.31,0.0
2019,5,8,35.8,12.96,0.0
2019,5,9,36.38,14.13,0.0
2019,5,10,37.22,15.58,0.0
2019,5,11,36.46,20.88,0.0
2019,5,12,36.76,22.87,0.0
2019,5,13,36.32,18.87,0.0
2019,5,14,36.12,18.14,0.01
2019,5,15,36.17,22.74,0.03
2019,5,16,36.03,30.18,0.02
2019,5,17,36.63,25.53,0.0
2019,5,18,37.36,20.51,0.02
2019,5,19,35.55,22.65,0.0
2019,5,20,36.13,23.04,0.0
2019,5,21,37.35,18.11,0.0
2019,5,22,37.51,30.17,0.01
2019,5,23,37.78,29.52,0.65
2019,5,24,38.68,27.48,0.0
2019,5,25,38.65,23.52,0.0
2019,5,26,36.87,17.6,0.0
2019,5,27,37.49,15.78,0.0
2019,5,28,37.43,23.48,0.0
2019,5,29,38.06,15.4,0.0
2019,5,30,37.64,23.87,0.19
2019,5,31,38.02,21.56,0.52
2019,6,1,36.75,39.73,0.47
2019,6,2,36.13,44.85,0.85
2019,6,3,34.39,48.3,0.23
2019,6,4,36.26,39.62,0.0
2019,6,5,36.45,42.67,0.0
2019,6,6,36.09,45.67,0.0
2019,6,7,37.17,42.51,0.0
2019,6,8,38.08,34.52,0.02
2019,6,9,38.78,30.94,0.01
2019,6,10,38.76,32.29,0.01
2019,6,11,39.04,36.74,0.14
2019,6,12,39.42,35.46,4.97
2019,6,13,37.97,36.63,0.48
2019,6,14,39.25,23.74,0.0
2019,6,15,39.99,18.59,0.29
2019,6,16,40.76,23.56,0.0
2019,6,17,39.87,26.09,0.05
2019,6,18,39.27,28.14,2.5
