-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 12/31/2019 in LST
Location: latitude  18.52   longitude 73.85 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 635.99 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,T2M,RH2M,PRECTOTCORR
2019,6,2,30.43,57.14,0.0
2019,6,3,27.52,64.48,0.01
2019,6,4,29.34,59.15,0.02
2019,6,5,30.2,54.83,0.06
2019,6,6,29.92,51.96,0.03
2019,6,7,30.17,53.86,0.19
2019,6,8,28.62,61.15,0.95
2019,6,9,28.09,66.67,5.27
2019,6,10,27.62,75.41,14.23
2019,6,11,27.29,77.03,10.93
2019,6,12,26.4,76.7,6.89
2019,6,13,25.95,73.65,5.97
2019,6,14,25.68,75.32,12.72
2019,6,15,26.07,76.76,12.67
2019,6,16,26.67,76.85,2.54
2019,6,17,26.37,76.99,2.08
2019,6,18,26.16,77.38,5.26
2019,6,19,26.1,79.27,7.58
2019,6,20,26.35,76.93,1.46
2019,6,21,26.91,72.29,0.04
2019,6,22,26.54,73.82,0.86
2019,6,23,25.44,79.97,3.21
2019,6,24,24.59,82.4,6.64
2019,6,25,26.29,78.84,4.66
2019,6,26,26.02,82.16,9.6
2019,6,27,24.98,87.12,58.54
2019,6,28,23.65,90.76,106.74
2019,6,29,23.5,92.59,39.67
2019,6,30,24.25,89.69,38.02
2019,7,1,23.83,90.95,55.88
2019,7,2,24.35,88.49,32.6
2019,7,3,23.89,89.78,12.79
2019,7,4,23.0,83.28,4.47
2019,7,5,24.3,91.46,35.31
2019,7,6,24.22,93.07,63.1
2019,7,7,24.12,93.98,45.42
2019,7,8,24.65,91.54,39.66
2019,7,9,24.73,92.66,29.36
2019,7,10,24.71,92.06,30.98
2019,7,11,24.13,93.71,36.32
2019,7,12,24.65,89.44,5.46
2019,7,13,24.51,90.72,7.02
2019,7,14,24.3,92.21,11.35
2019,7,15,24.44,89.7,8.54
2019,7,16,24.01,91.42,7.85
2019,7,17,24.01,89.81,2.4
2019,7,18,24.4,87.72,3.7
2019,7,19,24.92,87.21,14.57
2019,7,20,25.37,86.02,17.59
2019,7,21,25.12,88.37,11.95
2019,7,22,24.64,92.83,12.63
2019,7,23,24.8,90.22,10.95
2019,7,24,24.04,93.84,41.9
2019,7,25,24.19,93.44,24.46
2019,7,26,23.81,94.15,72.45
2019,7,27,23.4,95.4,62.85
2019,7,28,23.52,94.3,26.8
2019,7,29,23.28,95.47,55.34
2019,7,30,22.96,95.31,46.2
2019,7,31,23.15,94.78,32.18
2019,8,1,23.53,92.75,36.67
2019,8,2,23.27,93.85,52.34
2019,8,3,23.39,96.03,71.94
2019,8,4,23.38,96.42,103.69
2019,8,5,23.6,95.23,39.84
2019,8,6,23.51,95.25,27.76
2019,8,7,23.44,95.89,32.7
2019,8,8,23.25,95.08,22.64
2019,8,9,23.12,95.84,24.63
2019,8,10,23.26,93.32,22.81
2019,8,11,23.04,92.25,15.0
2019,8,12,23.17,92.78,7.28
2019,8,13,23.83,92.28,7.85
2019,8,14,23.42,94.52,6.7
2019,8,15,23.92,92.04,7.41
2019,8,16,23.9,90.95,7.02
2019,8,17,23.58,90.36,2.41
2019,8,18,23.44,90.57,2.53
2019,8,19,23.43,90.68,1.6
2019,8,20,23.32,90.58,2.02
2019,8,21,23.43,90.29,9.44
2019,8,22,23.27,90.11,7.53
2019,8,23,23.09,90.69,5.2
2019,8,24,23.35,90.0,5.24
2019,8,25,22.59,89.84,3.43
2019,8,26,22.48,90.36,1.69
2019,8,27,22.83,90.07,3.28
2019,8,28,23.67,89.11,1.47
2019,8,29,24.12,89.43,8.11
2019,8,30,24.02,90.72,17.11
2019,8,31,23.7,93.52,23.48
2019,9,1,23.47,92.9,15.58
2019,9,2,24.03,91.87,21.02
2019,9,3,23.24,93.01,55.34
2019,9,4,23.11,95.22,67.23
2019,9,5,23.52,95.25,45.24
2019,9,6,23.3,94.45,38.78
2019,9,7,23.28,94.21,54.96
2019,9,8,23.36,93.83,27.33
2019,9,9,23.62,93.73,23.5
2019,9,10,23.73,92.94,16.41
2019,9,11,23.21,93.2,9.0
2019,9,12,22.88,94.16,15.07
2019,9,13,23.53,93.34,30.05
2019,9,14,23.75,92.79,32.87
2019,9,15,23.27,91.6,10.27
2019,9,16,22.98,92.03,9.09
2019,9,17,23.48,92.45,14.08
2019,9,18,24.17,92.64,15.29
2019,9,19,24.37,90.66,22.14
2019,9,20,22.93,93.09,11.58
2019,9,21,23.18,90.46,6.57
2019,9,22,24.09,91.21,2.8
2019,9,23,24.13,88.86,16.22
2019,9,24,24.09,91.89,38.27
2019,9,25,24.01,92.25,45.5
2019,9,26,23.0,96.08,30.25
2019,9,27,22.7,92.39,2.52
2019,9,28,22.99,91.65,1.26
2019,9,29,22.76,91.86,0.77
2019,9,30,23.14,91.9,1.74
2019,10,1,23.16,89.54,0.6
2019,10,2,23.49,86.29,0.16
2019,10,3,24.09,86.41,1.74
2019,10,4,23.66,88.65,15.37
2019,10,5,23.77,85.97,16.83
2019,10,6,23.36,86.26,6.29
2019,10,7,23.65,87.82,6.71
2019,10,8,24.17,86.06,11.69
2019,10,9,24.09,85.57,12.94
2019,10,10,24.0,83.86,6.18
2019,10,11,23.8,83.88,2.72
2019,10,12,23.72,86.56,4.54
2019,10,13,23.31,91.23,5.39
2019,10,14,24.04,85.25,0.2
2019,10,15,22.96,81.11,0.0
2019,10,16,21.81,81.22,0.0
2019,10,17,22.77,85.9,0.03
2019,10,18,22.57,87.77,1.94
2019,10,19,21.64,94.09,31.91
2019,10,20,21.85,92.83,18.34
2019,10,21,22.03,93.52,19.05
2019,10,22,22.43,94.77,17.93
2019,10,23,22.47,91.61,14.99
2019,10,24,22.24,94.72,8.63
2019,10,25,22.27,93.27,4.57
2019,10,26,22.6,91.21,1.45
2019,10,27,21.73,84.27,1.07
2019,10,28,22.43,87.28,2.61
2019,10,29,23.91,88.61,1.05
2019,10,30,23.72,88.86,2.7
2019,10,31,22.47,89.88,0.74
2019,11,1,22.21,94.12,9.99
2019,11,2,22.3,87.65,5.98
2019,11,3,22.78,87.49,8.22
2019,11,4,23.14,88.93,12.55
2019,11,5,23.14,84.3,2.59
2019,11,6,22.94,83.22,1.87
2019,11,7,22.21,90.48,0.84
2019,11,8,21.57,89.69,2.72
2019,11,9,21.85,81.81,0.63
2019,11,10,22.03,82.16,0.0
2019,11,11,22.07,80.31,0.0
2019,11,12,21.91,83.02,0.0
2019,11,13,21.05,84.36,0.0
2019,11,14,20.58,83.02,0.01
2019,11,15,22.08,83.81,0.0
2019,11,16,22.2,86.3,0.0
2019,11,17,21.72,85.24,0.0
2019,11,18,20.65,83.1,0.0
2019,11,19,19.87,80.03,0.0
2019,11,20,20.82,78.97,0.0
2019,11,21,21.5,84.07,0.0
2019,11,22,20.97,81.23,0.0
2019,11,23,20.23,79.5,0.0
2019,11,24,19.31,79.71,0.0
2019,11,25,19.77,79.03,0.0
2019,11,26,19.95,78.98,0.0
2019,11,27,19.93,77.27,0.0
2019,11,28,20.78,79.39,0.0
2019,11,29,21.53,80.01,0.0
2019,11,30,21.91,80.19,0.0
2019,12,1,22.15,84.12,0.0
2019,12,2,21.64,83.17,0.04
2019,12,3,21.3,86.56,0.03
2019,12,4,21.47,87.66,0.07
2019,12,5,21.46,87.31,0.02
2019,12,6,20.17,80.87,0.0
2019,12,7,19.94,80.68,0.0
2019,12,8,20.46,78.71,0.0
2019,12,9,21.49,81.63,0.0
2019,12,10,21.6,78.66,0.0
2019,12,11,21.72,74.19,0.0
2019,12,12,20.7,82.14,0.0
2019,12,13,19.74,78.71,0.0
2019,12,14,19.91,79.91,0.0
2019,12,15,20.74,78.46,0.0
2019,12,16,20.96,82.01,0.0
2019,12,17,20.22,81.46,0.0
2019,12,18,19.79,81.43,0.0
2019,12,19,19.87,77.6,0.0
2019,12,20,20.62,73.02,0.0
2019,12,21,19.89,75.69,0.0
2019,12,22,20.35,80.98,0.0
2019,12,23,21.78,78.12,0.0
2019,12,24,21.57,82.58,0.0
2019,12,25,21.81,85.54,0.11
2019,12,26,21.34,85.76,0.13
2019,12,27,20.61,82.08,0.0
2019,12,28,19.53,78.07,0.0
2019,12,29,19.94,82.77,0.0
2019,12,30,19.75,86.31,0.0
2019,12,31,17.9,80.97,0.0
